seat	category	R_win	D_win	R_votes	D_votes
state_assembly_district_71	state_assembly	0	1	9271	20359
state_assembly_district_72	state_assembly	0	1	10230	16892
state_assembly_district_73	state_assembly	0	1	0	20684
state_assembly_district_74	state_assembly	0	1	10874	18051
state_assembly_district_75	state_assembly	0	1	0	20254
state_assembly_district_76	state_assembly	0	1	0	27218
state_assembly_district_77	state_assembly	0	1	0	25798
state_assembly_district_78	state_assembly	0	1	0	27273
state_assembly_district_79	state_assembly	0	1	13361	26835
state_assembly_district_80	state_assembly	1	0	17291	13517
state_assembly_district_81	state_assembly	0	1	0	23984
state_assembly_district_82	state_assembly	1	0	22773	0
state_assembly_district_83	state_assembly	1	0	24834	9182
state_assembly_district_84	state_assembly	1	0	25136	0
state_assembly_district_85	state_assembly	0	1	9487	16975
state_assembly_district_86	state_assembly	1	0	17402	13716
state_assembly_district_87	state_assembly	1	0	12917	12685
state_assembly_district_88	state_assembly	0	1	10368	13155
state_assembly_district_89	state_assembly	1	0	14814	12839
state_assembly_district_90	state_assembly	1	0	13959	12016
state_assembly_district_91	state_assembly	0	1	11583	14377
state_assembly_district_92	state_assembly	0	1	11844	13499
state_assembly_district_93	state_assembly	0	1	13161	19276
state_assembly_district_94	state_assembly	1	0	17719	15054
state_assembly_district_95	state_assembly	0	1	0	22341
state_assembly_district_96	state_assembly	1	0	12919	12054
state_assembly_district_97	state_assembly	1	0	14801	12268
state_assembly_district_98	state_assembly	1	0	24325	9498
state_assembly_district_99	state_assembly	1	0	27906	0
state_senate_district_2	state_senate	1	0	60507	0
state_senate_district_4	state_senate	0	1	0	66751
state_senate_district_6	state_senate	0	1	0	60268
state_senate_district_8	state_senate	1	0	50125	49117
state_senate_district_10	state_senate	1	0	55816	43041
state_senate_district_12	state_senate	0	1	41480	43595
state_senate_district_14	state_senate	1	0	54138	0
state_senate_district_16	state_senate	0	1	0	73672
state_senate_district_18	state_senate	1	0	41852	41668
state_senate_district_20	state_senate	1	0	69942	0
state_senate_district_22	state_senate	0	1	27383	54946
state_senate_district_24	state_senate	0	1	27660	57985
state_senate_district_26	state_senate	0	1	0	80923
state_senate_district_28	state_senate	1	0	74951	0
state_senate_district_30	state_senate	0	1	26483	51643
state_senate_district_32	state_senate	1	0	45154	42647
