ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Robert L. Cowles	Scattering 	
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Republican		
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 16	2	16	48	4	13	Dane	City	251	Madison	13251	56	Ward 56	1034	4	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 16	2	16	48	4	13	Dane	City	251	Madison	13251	131	Ward 131	1	0	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 16	2	16	48	4	13	Dane	City	258	Monona	13258	4	Wards 1 - 5	2201	9	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 16	2	16	48	4	13	Dane	City	258	Monona	13258	5	Wards 6 - 10	1799	15	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 16	2	16	46	4	13	Dane	City	281	Stoughton	13281	7	Wards 1 - 3	1172	11	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 16	2	16	46	4	13	Dane	City	281	Stoughton	13281	8	Wards 4 & 5	1225	7	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 16	2	16	46	4	13	Dane	City	281	Stoughton	13281	9	Wards 6 - 8	1200	7	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 16	2	16	46	4	13	Dane	City	281	Stoughton	13281	10	Wards 9 & 10	1285	12	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 16	2	16	46	4	13	Dane	City	282	Sun Prairie	13282	10	Wards 1 - 4, 18, 19, 22 & 25	2487	21	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 16	2	16	46	4	13	Dane	City	282	Sun Prairie	13282	11	Wards 5 - 9	2493	13	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 16	2	16	46	4	13	Dane	City	282	Sun Prairie	13282	13	Wards 10 - 13, 20, 29, 30 & 33	2003	0	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 16	2	16	46	4	13	Dane	City	282	Sun Prairie	13282	15	Wards 14 - 17	3069	24	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 16	2	16	47	4	13	Dane	City	282	Sun Prairie	13282	18	Wards 21, 23, 26 - 28	2	0	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 16	2	16	47	4	57	Sauk	Town	26	Merrimac	57026	2		379	3	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 16	2	16	47	4	57	Sauk	Village	151	Merrimac	57151	2		147	0	
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	73672	525	
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Jessica King	Randy Hopper	Scattering 
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic	Republican	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	4	14	Dodge	City	292	Waupun	14292	9	Wards 1 - 3 & 8	558	661	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	4	14	Dodge	City	292	Waupun	14292	10	Wards 4 - 7	423	642	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	Town	8	Byron	20008	2	Wards 1 & 2	311	637	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	Town	14	Eldorado	20014	2	Wards 1 - 3	266	517	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	Town	16	Empire	20016	2	Wards 1 - 3	628	1090	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	Town	18	Fond du Lac	20018	2	Wards 1 - 3	621	1012	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	Town	22	Friendship	20022	2	Wards 1 - 4	556	759	3
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	Town	24	Lamartine	20024	2	Wards 1 - 3	325	660	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	Town	30	Oakfield	20030	2		143	225	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	Town	36	Rosendale	20036	2		120	263	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	Town	38	Springvale	20038	2		119	250	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	Town	40	Taycheedah	20040	3	Wards 1 - 5	927	1607	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	Town	42	Waupun	20042	2	Wards 1 & 2	237	523	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	Village	161	North Fond du Lac	20161	3	Wards 1 - 7	1239	1131	3
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	Village	165	Oakfield	20165	2	Wards 1 & 2	222	333	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	Village	176	Rosendale	20176	2		203	351	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	City	226	Fond du Lac	20226	17	Ward 1	529	406	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	City	226	Fond du Lac	20226	18	Ward 2	764	684	3
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	City	226	Fond du Lac	20226	19	Ward 3	588	460	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	City	226	Fond du Lac	20226	20	Ward 4	602	425	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	City	226	Fond du Lac	20226	21	Ward 5	545	445	2
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	City	226	Fond du Lac	20226	22	Ward 6	484	368	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	City	226	Fond du Lac	20226	23	Ward 7	540	476	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	City	226	Fond du Lac	20226	24	Ward 8	658	591	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	City	226	Fond du Lac	20226	25	Ward 9	766	1028	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	City	226	Fond du Lac	20226	26	Ward 10	835	860	3
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	City	226	Fond du Lac	20226	27	Ward 11	613	635	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	City	226	Fond du Lac	20226	28	Ward 12	821	903	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	City	226	Fond du Lac	20226	29	Ward 13	781	862	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	City	226	Fond du Lac	20226	30	Ward 14	504	833	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	City	226	Fond du Lac	20226	31	Ward 15	479	710	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	52	2	20	Fond du Lac	City	226	Fond du Lac	20226	32	Ward 16	164	159	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	34	Ward 17	0	0	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	35	Ward 18	0	0	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	38	Ward 19	8	8	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	39	Ward 20	0	0	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	40	Ward 21	0	0	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	41	Ward 22	11	6	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	42	Ward 23	0	2	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	43	Ward 24	5	6	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	44	Ward 25	0	1	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	45	Ward 26	6	8	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	46	Ward 27	2	1	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	47	Ward 28	0	0	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	48	Ward 29	2	0	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	49	Ward 30	0	1	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	50	Ward 31	0	0	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	51	Ward 32	0	2	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	52	Ward 33	0	1	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	53	Ward 34	0	0	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	54	Ward 35	0	0	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	55	Ward 36	0	0	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	56	Ward 37	0	0	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	57	Ward 38	0	0	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	226	Fond du Lac	20226	58	Ward 39	0	2	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	20	Fond du Lac	City	292	Waupun	20292	5	Wards 9 - 12	612	1094	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	Town	2	Algoma	71002	3	Wards 1 - 10 & 12	1669	2316	5
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	Town	4	Black Wolf	71004	2	Wards 1 - 3	652	941	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	Town	12	Nekimi	71012	2	Wards 1 & 2	313	540	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	Town	14	Nepeuskun	71014	2		151	236	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	Town	16	Omro	71016	2	Wards 1 - 3	574	662	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	Town	18	Oshkosh	71018	2	Wards 1 - 6	658	866	3
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	Town	22	Rushford	71022	2	Wards 1 & 2	369	454	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	Town	24	Utica	71024	2	Wards 1 & 2	289	467	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	City	265	Omro	71265	2	Wards 1 - 7	852	753	4
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	1	Ward 1	535	456	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	2	Ward 2	749	511	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	City	266	Oshkosh	71266	3	Ward 3	524	394	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	City	266	Oshkosh	71266	4	Ward 4	358	230	2
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	City	266	Oshkosh	71266	5	Ward 5	88	71	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	City	266	Oshkosh	71266	6	Ward 6	57	56	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	City	266	Oshkosh	71266	7	Ward 7	466	393	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	8	Ward 8	567	516	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	City	266	Oshkosh	71266	9	Ward 9	483	262	2
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	10	Ward 10	695	392	2
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	11	Ward 11	685	411	3
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	12	Ward 12	614	373	4
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	13	Ward 13	957	439	10
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	14	Ward 14	717	402	8
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	15	Ward 15	906	413	12
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	16	Ward 16	418	189	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	17	Ward 17	838	485	2
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	18	Ward 18	424	212	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	19	Ward 19	578	314	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	20	Ward 20	611	345	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	21	Ward 21	334	251	3
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	22	Ward 22	627	375	2
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	23	Ward 23	470	475	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	24	Ward 24	668	501	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	25	Ward 25	290	246	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	26	Ward 26	632	495	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	27	Ward 27	597	401	2
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	28	Ward 28	656	714	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	29	Ward 29	705	698	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	30	Ward 30	485	411	3
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	31	Ward 31	684	517	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	32	Ward 32	855	451	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	54	2	71	Winnebago	City	266	Oshkosh	71266	33	Ward 33	603	529	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	City	266	Oshkosh	71266	34	Ward 34	2	8	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	City	266	Oshkosh	71266	35	Ward 35	46	43	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	City	266	Oshkosh	71266	36	Ward 36	0	0	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	City	266	Oshkosh	71266	42	Ward 37	0	0	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	City	266	Oshkosh	71266	43	Ward 38	0	0	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	City	266	Oshkosh	71266	44	Ward 39	0	0	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 18	6	18	53	2	71	Winnebago	City	266	Oshkosh	71266	45	Ward 40	0	0	0
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	41668	41852	102
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Glenn Grothman	Clyde Winter	Scattering 
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Republican	Independent	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	6	20	59	4	14	Dodge	Town	42	Theresa	14042	2	Wards 1 & 2	453	69	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	6	20	59	4	14	Dodge	Village	186	Theresa	14186	2	Wards 1 - 3	397	138	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	6	20	59	2	20	Fond du Lac	Town	4	Ashford	20004	4	Wards 1 - 3	641	143	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	6	20	59	2	20	Fond du Lac	Town	6	Auburn	20006	2	Wards 1 - 3	998	170	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	6	20	59	2	20	Fond du Lac	Town	12	Eden	20012	2		424	68	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	6	20	59	2	20	Fond du Lac	Town	32	Osceola	20032	2	Wards 1 & 2	793	129	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	6	20	59	2	20	Fond du Lac	Village	111	Campbellsport	20111	2	Wards 1 - 4	665	146	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	6	20	59	2	20	Fond du Lac	Village	121	Eden	20121	2		255	61	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	6	20	59	2	20	Fond du Lac	Village	142	Kewaskum	20142	2	Ward 5	0	0	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	59	2	46	Ozaukee	Town	2	Belgium	46002	2	Wards 1 - 3	581	155	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Town	4	Cedarburg	46004	11	Wards 1, 2 & 10	625	150	3
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Town	4	Cedarburg	46004	12	Wards 3 & 4	654	148	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Town	4	Cedarburg	46004	13	Wards 5 & 6	838	179	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Town	4	Cedarburg	46004	14	Wards 7 - 9	722	207	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	59	2	46	Ozaukee	Town	6	Fredonia	46006	2	Wards 1 - 3	930	195	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Town	8	Grafton	46008	3	Wards 1, 2 & 6	993	198	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Town	8	Grafton	46008	4	Wards 3 - 5 & 7	955	242	2
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Town	12	Port Washington	46012	2	Wards 1 & 2	640	173	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	59	2	46	Ozaukee	Town	14	Saukville	46014	2	Ward 1	245	63	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Town	14	Saukville	46014	3	Wards 2 - 5	630	129	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	59	2	46	Ozaukee	Village	106	Belgium	46106	2	Wards 1 & 2	822	193	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	59	2	46	Ozaukee	Village	126	Fredonia	46126	2	Wards 1 & 2	871	220	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Village	131	Grafton	46131	17	Ward 1	290	78	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Village	131	Grafton	46131	21	Ward 2	303	64	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Village	131	Grafton	46131	22	Ward 3	262	93	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Village	131	Grafton	46131	23	Ward 4	325	131	2
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Village	131	Grafton	46131	24	Ward 5	666	246	2
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Village	131	Grafton	46131	25	Ward 6	365	94	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Village	131	Grafton	46131	26	Ward 7	279	84	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Village	131	Grafton	46131	27	Ward 8	482	123	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Village	131	Grafton	46131	28	Ward 9	269	59	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Village	131	Grafton	46131	29	Wards 10 & 11	596	182	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Village	131	Grafton	46131	30	Ward 12	364	109	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Village	131	Grafton	46131	31	Ward 13	446	101	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Village	161	Newburg	46161	2	Ward 3	30	5	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Village	181	Saukville	46181	5	Wards 1, 6 & 7	707	184	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Village	181	Saukville	46181	7	Wards 2 & 5	409	152	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	Village	181	Saukville	46181	8	Wards 3, 4 & 8	412	144	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	City	211	Cedarburg	46211	8	Wards 1 & 2	638	208	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	City	211	Cedarburg	46211	9	Wards 3 & 4	790	191	4
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	City	211	Cedarburg	46211	10	Wards 5 & 6	569	272	2
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	City	211	Cedarburg	46211	11	Wards 7 & 8	512	200	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	City	211	Cedarburg	46211	12	Wards 9 & 10	661	266	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	City	211	Cedarburg	46211	13	Wards 11 & 12	650	214	2
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	City	211	Cedarburg	46211	14	Wards 13 & 14	683	232	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	City	255	Mequon	46255	16	Ward 2	471	97	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 20	5	20	60	2	46	Ozaukee	City	271	Port Washington	46271	8	Ward 1	621	175	3
