seat	category	R_win	D_win	R_votes	D_votes
US_house_district_1	US_house	1	0	83937	82817
US_house_district_2	US_house	1	0	133734	55406
US_house_district_3	US_house	1	0	89338	65758
US_house_district_4	US_house	0	1	78225	93789	
US_house_district_5	US_house	0	1	51145	87806
US_house_district_6	US_house	1	0	119384	0
US_house_district_7	US_house	0	1	81706	97184
US_house_district_8	US_house	1	0	114319	65065
US_house_district_9	US_house	1	0	141617	0
state_assembly_district_1	state_assembly	1	0	10872	6769
state_assembly_district_2	state_assembly	1	0	9872	7166
state_assembly_district_3	state_assembly	1	0	9974	5070
state_assembly_district_4	state_assembly	1	0	12870	0
state_assembly_district_5	state_assembly	0	1	7414	8105
state_assembly_district_6	state_assembly	1	0	10817	0
state_assembly_district_7	state_assembly	0	1	0	9770
state_assembly_district_8	state_assembly	0	1	1477	3960
state_assembly_district_9	state_assembly	0	1	6559	9569
state_assembly_district_10	state_assembly	0	1	0	6715
state_assembly_district_11	state_assembly	0	1	0	7336
state_assembly_district_12	state_assembly	0	1	0	9610
state_assembly_district_13	state_assembly	0	1	7833	10079
state_assembly_district_14	state_assembly	1	0	15487	0
state_assembly_district_15	state_assembly	0	1	0	9439
state_assembly_district_16	state_assembly	0	1	1080	3967
state_assembly_district_17	state_assembly	0	1	0	7428
state_assembly_district_18	state_assembly	0	1	603	3319
state_assembly_district_19	state_assembly	0	1	4510	10006
state_assembly_district_20	state_assembly	0	1	0	12015
state_assembly_district_21	state_assembly	0	1	5098	10645
state_assembly_district_22	state_assembly	0	1	10652	11140
state_assembly_district_23	state_assembly	0	1	7231	10525
state_assembly_district_24	state_assembly	1	0	15860	0
state_assembly_district_25	state_assembly	0	1	0	11647
state_assembly_district_26	state_assembly	0	1	0	12036
state_assembly_district_27	state_assembly	1	0	10330	4957
state_assembly_district_28	state_assembly	0	1	7245	8163
state_assembly_district_29	state_assembly	0	1	5946	6739
state_assembly_district_30	state_assembly	1	0	10413	4830
state_assembly_district_31	state_assembly	1	0	10265	4557
state_assembly_district_32	state_assembly	1	0	11763	0
state_assembly_district_33	state_assembly	1	0	15018	0
state_assembly_district_34	state_assembly	1	0	11899	9520
state_assembly_district_35	state_assembly	1	0	11715	4653
state_assembly_district_36	state_assembly	1	0	9818	7071
state_assembly_district_37	state_assembly	1	0	8897	5480
state_assembly_district_38	state_assembly	1	0	12715	0
state_assembly_district_39	state_assembly	1	0	11123	0
state_assembly_district_40	state_assembly	1	0	10146	0
state_assembly_district_41	state_assembly	1	0	12106	0
state_assembly_district_42	state_assembly	1	0	12449	0
state_assembly_district_43	state_assembly	1	0	10876	0
state_assembly_district_44	state_assembly	0	1	6263	10373
state_assembly_district_45	state_assembly	0	1	4560	8415
state_assembly_district_46	state_assembly	1	0	8806	8428
state_assembly_district_47	state_assembly	1	0	10549	7706
state_assembly_district_48	state_assembly	0	1	0	13670
state_assembly_district_49	state_assembly	1	0	10429	0
state_assembly_district_50	state_assembly	1	0	12284	0
state_assembly_district_51	state_assembly	1	0	10655	3709
state_assembly_district_52	state_assembly	1	0	9012	5386
state_assembly_district_53	state_assembly	1	0	12217	0
state_assembly_district_54	state_assembly	1	0	9712	0
state_assembly_district_55	state_assembly	1	0	9955	4471
state_assembly_district_56	state_assembly	1	0	12296	0
state_assembly_district_57	state_assembly	1	0	12277	0
state_assembly_district_58	state_assembly	1	0	14021	0
state_assembly_district_59	state_assembly	1	0	13222	0
state_assembly_district_60	state_assembly	1	0	14388	0
state_assembly_district_61	state_assembly	0	1	0	7464
state_assembly_district_62	state_assembly	0	1	6406	9504
state_assembly_district_63	state_assembly	1	0	14724	0
state_assembly_district_64	state_assembly	0	1	0	9622
state_assembly_district_65	state_assembly	0	1	4741	10722
state_assembly_district_66	state_assembly	1	0	12660	0
state_assembly_district_67	state_assembly	0	1	5781	8795
state_assembly_district_68	state_assembly	0	1	7217	7750
state_assembly_district_69	state_assembly	1	0	9086	5087
state_assembly_district_70	state_assembly	0	1	7526	8193
state_assembly_district_71	state_assembly	0	1	6392	7817
state_assembly_district_72	state_assembly	0	1	0	10681
state_assembly_district_73	state_assembly	0	1	0	10687
state_assembly_district_74	state_assembly	0	1	0	12566
state_assembly_district_75	state_assembly	0	1	0	9909
state_assembly_district_76	state_assembly	0	1	8095	11637
state_assembly_district_77	state_assembly	0	1	0	14504
state_assembly_district_78	state_assembly	0	1	3581	11167
state_assembly_district_79	state_assembly	1	0	11602	7903
state_assembly_district_80	state_assembly	1	0	7879	6806
state_assembly_district_81	state_assembly	0	1	8334	8965
state_assembly_district_82	state_assembly	0	1	0	12027
state_assembly_district_83	state_assembly	1	0	11538	6977
state_assembly_district_84	state_assembly	1	0	13655	0
state_assembly_district_85	state_assembly	0	1	5568	10446
state_assembly_district_86	state_assembly	0	1	8250	8609
state_assembly_district_87	state_assembly	0	1	5820	10690
state_assembly_district_88	state_assembly	1	0	8223	6360
state_assembly_district_89	state_assembly	1	0	10325	4742
state_assembly_district_90	state_assembly	0	1	6760	8255
state_assembly_district_91	state_assembly	0	1	0	11399
state_assembly_district_92	state_assembly	1	0	11515	0
state_assembly_district_93	state_assembly	1	0	10635	5885
state_assembly_district_94	state_assembly	1	0	8690	8118
state_assembly_district_95	state_assembly	0	1	4831	9408
state_assembly_district_96	state_assembly	1	0	10318	4422
state_assembly_district_97	state_assembly	0	1	4271	13576
state_assembly_district_98	state_assembly	1	0	14926	0
state_assembly_district_99	state_assembly	1	0	15912	0
state_senate_district_1	state_senate	1	0	33503	16524
state_senate_district_3	state_senate	0	1	11434	23015
state_senate_district_5	state_senate	1	0	34117	19966
state_senate_district_7	state_senate	0	1	0	33493
state_senate_district_9	state_senate	0	1	0	34743
state_senate_district_11	state_senate	1	0	34923	11490
state_senate_district_13	state_senate	1	0	29391	13787
state_senate_district_15	state_senate	1	0	29366	14799
state_senate_district_17	state_senate	1	0	27644	15208
state_senate_district_19	state_senate	1	0	34256	11104
state_senate_district_21	state_senate	1	0	28356	17295
state_senate_district_23	state_senate	1	0	29049	15666
state_senate_district_25	state_senate	0	1	20136	26033
state_senate_district_27	state_senate	0	1	27120	27320
state_senate_district_29	state_senate	0	1	18791	31422
state_senate_district_31	state_senate	0	1	21519	24477
state_senate_district_33	state_senate	1	0	41431	16016
