seat	category	R_win	D_win	R_votes	D_votes
state_assembly_district_51	state_assembly	1	0	10822	9931
state_assembly_district_52	state_assembly	1	0	11921	7008
state_assembly_district_53	state_assembly	1	0	17685	0
state_assembly_district_54	state_assembly	0	1	8296	11093
state_assembly_district_55	state_assembly	1	0	13569	0
state_assembly_district_56	state_assembly	1	0	21572	0
state_assembly_district_57	state_assembly	0	1	9420	10426
state_assembly_district_58	state_assembly	1	0	21385	0
state_assembly_district_59	state_assembly	1	0	22156	0
state_assembly_district_60	state_assembly	1	0	21896	0
state_assembly_district_61	state_assembly	0	1	0	10026
state_assembly_district_62	state_assembly	0	1	8572	10455
state_assembly_district_63	state_assembly	1	0	19525	0
state_assembly_district_64	state_assembly	0	1	0	9667
state_assembly_district_65	state_assembly	0	1	0	11762
state_assembly_district_66	state_assembly	1	0	14502	6284
state_assembly_district_67	state_assembly	1	0	12547	6518
state_assembly_district_68	state_assembly	1	0	10765	10673
state_assembly_district_69	state_assembly	1	0	14354	0
state_assembly_district_70	state_assembly	0	1	10461	12178
state_assembly_district_71	state_assembly	0	1	9293	12328
state_assembly_district_72	state_assembly	1	0	9501	8432
state_assembly_district_73	state_assembly	0	1	8827	11330
state_assembly_district_74	state_assembly	0	1	10117	11418
state_assembly_district_75	state_assembly	0	1	8	9535
state_assembly_district_76	state_assembly	0	1	0	20246
state_assembly_district_77	state_assembly	0	1	4670	12142
state_assembly_district_78	state_assembly	0	1	0	21498
state_assembly_district_79	state_assembly	0	1	13842	19937
state_assembly_district_80	state_assembly	0	1	10795	12097
state_assembly_district_81	state_assembly	0	1	0	18698
state_assembly_district_82	state_assembly	1	0	19148	0
state_assembly_district_83	state_assembly	1	0	22192	6003
state_assembly_district_84	state_assembly	1	0	19906	7080
state_assembly_district_85	state_assembly	0	1	8460	10298
state_assembly_district_86	state_assembly	1	0	15459	6701
state_assembly_district_87	state_assembly	1	0	11223	7908
state_assembly_district_88	state_assembly	1	0	8224	7957
state_assembly_district_89	state_assembly	1	0	15788	7520
state_assembly_district_90	state_assembly	1	0	10842	7705
state_assembly_district_91	state_assembly	0	1	8000	11375
state_assembly_district_92	state_assembly	0	1	8915	9227
state_assembly_district_93	state_assembly	1	0	11080	11006
state_assembly_district_94	state_assembly	1	0	13979	9768
state_assembly_district_95	state_assembly	0	1	6790	11893
state_assembly_district_96	state_assembly	1	0	11964	7604
state_assembly_district_97	state_assembly	1	0	13272	6390
state_assembly_district_98	state_assembly	1	0	22236	6788
state_assembly_district_99	state_assembly	1	0	22355	6518
state_senate_district_1	state_senate	1	0	43415	28800
state_senate_district_3	state_senate	0	1	14796	23401
state_senate_district_5	state_senate	1	0	36852	33702
state_senate_district_7	state_senate	0	1	27772	37165
state_senate_district_9	state_senate	1	0	45663	16775
state_senate_district_11	state_senate	1	0	55121	17955
state_senate_district_13	state_senate	1	0	44529	19232
state_senate_district_15	state_senate	0	1	22181	31918
state_senate_district_17	state_senate	1	0	36122	21580
state_senate_district_19	state_senate	1	0	49179	0
state_senate_district_21	state_senate	1	0	32036	28930
state_senate_district_23	state_senate	1	0	32448	27375
state_senate_district_25	state_senate	0	1	29854	31437
state_senate_district_27	state_senate	0	1	31909	51742
state_senate_district_29	state_senate	1	0	32640	29742
state_senate_district_31	state_senate	0	1	29911	30314
state_senate_district_33	state_senate	1	0	62732	0
