a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e,f
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,,
,,,,,
STATE SENATE - DISTRICT 22,,,,,
,,,,,
County,,Total Votes Cast,REP,DEM,
,,,PAM STEVENS,ROBERT W. WIRCH,SCATTERING
KENOSHA ,,46781.0,14727.0,31974.0,80.0
RACINE ,,26778.0,7551.0,19203.0,24.0
Office Totals:,,73559.0,22278.0,51177.0,104.0
