a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
DISTRICT ATTORNEY - MARINETTE COUNTY,,,,
,,,,
County,,Total Votes Cast,DEM,
,,,ALLEN R. BREY,SCATTERING
MARINETTE ,,14050.0,13938.0,112.0
Office Totals:,,14050.0,13938.0,112.0
