a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e,f
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,,
,,,,,
ASSEMBLY - DISTRICT 61,,,,,
,,,,,
County,,Total Votes Cast,REP,DEM,
,,,SAMANTHA KERKMAN,JOHN P. STEINBRINK,SCATTERING
KENOSHA ,,29798.0,16589.0,13186.0,23.0
Office Totals:,,29798.0,16589.0,13186.0,23.0
