a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
District Attorney - Brown County,,,,
,,,,
County,,Total Votes Cast,REP,
,,,DAVID L. LASEE,SCATTERING
BROWN ,,86423.0,85031.0,1392.0
Office Totals:,,86423.0,85031.0,1392.0
