a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
District Attorney - Kewaunee County,,,,
,,,,
County,,Total Votes Cast,DEM,
,,,ANDREW NAZE,SCATTERING
KEWAUNEE ,,8404.0,8313.0,91.0
Office Totals:,,8404.0,8313.0,91.0
