a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
ASSEMBLY - DISTRICT 58,,,,
,,,,
County,,Total Votes Cast,REP,
,,,PAT STRACHOTA,SCATTERING
WASHINGTON ,,27248.0,26945.0,303.0
Office Totals:,,27248.0,26945.0,303.0
