a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e,f
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,,
,,,,,
District Attorney - Calumet County,,,,,
,,,,,
County,,Total Votes Cast,REP,IND,
,,,NICHOLAS BOLZ,JERILYN DIETZ,SCATTERING
CALUMET ,,24411.0,14372.0,10010.0,29.0
Office Totals:,,24411.0,14372.0,10010.0,29.0
