a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e,f
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,,
,,,,,
ASSEMBLY - DISTRICT 60,,,,,
,,,,,
County,,Total Votes Cast,REP,DEM,
,,,DUEY STROEBEL,PERRY DUMAN,SCATTERING
OZAUKEE ,,26002.0,17911.0,8052.0,39.0
WASHINGTON ,,7631.0,5994.0,1630.0,7.0
Office Totals:,,33633.0,23905.0,9682.0,46.0
