a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
District Attorney - La Crosse County,,,,
,,,,
County,,Total Votes Cast,DEM,
,,,TIM GRUENKE,SCATTERING
LA CROSSE ,,46489.0,46127.0,362.0
Office Totals:,,46489.0,46127.0,362.0
