a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
District Attorney - Vilas County,,,,
,,,,
County,,Total Votes Cast,REP,
,,,ALBERT D. MOUSTAKIS,SCATTERING
VILAS ,,10457.0,10178.0,279.0
Office Totals:,,10457.0,10178.0,279.0
