a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e,f
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,,
,,,,,
ASSEMBLY - DISTRICT 54,,,,,
,,,,,
County,,Total Votes Cast,REP,DEM,
,,,PAUL J. ESSLINGER,GORDON HINTZ,SCATTERING
WINNEBAGO ,,29058.0,11594.0,17400.0,64.0
Office Totals:,,29058.0,11594.0,17400.0,64.0
