a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
District Attorney - Buffalo County,,,,
,,,,
County,,Total Votes Cast,DEM,
,,,THOMAS CLARK,SCATTERING
BUFFALO ,,5147.0,5104.0,43.0
Office Totals:,,5147.0,5104.0,43.0
