a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e,f,g
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,,,
,,,,,,
ASSEMBLY - DISTRICT 38,,,,,,
,,,,,,
County,,Total Votes Cast,REP,DEM,IND,
,,,JOEL KLEEFISCH,SCOTT MICHALAK,LEROY L. WATSON,SCATTERING
DANE ,,6274.0,2261.0,3846.0,165.0,2.0
JEFFERSON ,,10776.0,5847.0,4634.0,288.0,7.0
WAUKESHA ,,15731.0,11073.0,4315.0,335.0,8.0
Office Totals:,,32781.0,19181.0,12795.0,788.0,17.0
