a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
ASSEMBLY - DISTRICT 16,,,,
,,,,
County,,Total Votes Cast,DEM,
,,,LEON D. YOUNG,SCATTERING
MILWAUKEE ,,17089.0,16881.0,208.0
Office Totals:,,17089.0,16881.0,208.0
