a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e,f
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,,
,,,,,
ASSEMBLY - DISTRICT 80,,,,,
,,,,,
County,,Total Votes Cast,REP,DEM,
,,,TOM LAMBERSON,SONDY POPE-ROBERTS,SCATTERING
DANE ,,23998.0,8581.0,15396.0,21.0
GREEN ,,6157.0,2324.0,3815.0,18.0
IOWA ,,2520.0,866.0,1653.0,1.0
Office Totals:,,32675.0,11771.0,20864.0,40.0
