a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
District Attorney - Grant County,,,,
,,,,
County,,Total Votes Cast,REP,
,,,LISA A. RINIKER,SCATTERING
GRANT ,,17315.0,17088.0,227.0
Office Totals:,,17315.0,17088.0,227.0
