a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
District Attorney - Crawford County,,,,
,,,,
County,,Total Votes Cast,DEM,
,,,TIMOTHY C. BAXTER,SCATTERING
CRAWFORD ,,5818.0,5782.0,36.0
Office Totals:,,5818.0,5782.0,36.0
