a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
ASSEMBLY - DISTRICT 12,,,,
,,,,
County,,Total Votes Cast,DEM,
,,,FREDERICK P. KESSLER,SCATTERING
MILWAUKEE ,,16425.0,16193.0,232.0
Office Totals:,,16425.0,16193.0,232.0
