seat	category	R_win	D_win	R_votes	D_votes
US_house_district_1	US_house	1	0	118408	114148
US_house_district_2	US_house	1	0	154557	110467
US_house_district_3	US_house	0	1	112146	121967
US_house_district_4	US_house	0	1	98438	134470
US_house_district_5	US_house	0	1	47384	141179
US_house_district_6	US_house	1	0	169213	55377
US_house_district_7	US_house	0	1	103365	137428
US_house_district_8	US_house	0	1	119398	129551
US_house_district_9	US_house	1	0	197910	67740
state_assembly_district_1	state_assembly	1	0	17593	0
state_assembly_district_2	state_assembly	1	0	13345	9773
state_assembly_district_3	state_assembly	1	0	15146	6728
state_assembly_district_4	state_assembly	1	0	17713	0
state_assembly_district_5	state_assembly	0	1	9670	12301
state_assembly_district_6	state_assembly	1	0	12242	7485
state_assembly_district_7	state_assembly	0	1	0	12295
state_assembly_district_8	state_assembly	0	1	1508	6341
state_assembly_district_9	state_assembly	0	1	0	14758
state_assembly_district_10	state_assembly	0	1	0	11570
state_assembly_district_11	state_assembly	0	1	0	12954
state_assembly_district_12	state_assembly	0	1	3987	12606
state_assembly_district_13	state_assembly	0	1	9058	12232
state_assembly_district_14	state_assembly	1	0	15658	9792
state_assembly_district_15	state_assembly	0	1	6326	13483
state_assembly_district_16	state_assembly	0	1	0	8955
state_assembly_district_17	state_assembly	0	1	0	13394
state_assembly_district_18	state_assembly	0	1	0	6995
state_assembly_district_19	state_assembly	0	1	0	14802
state_assembly_district_20	state_assembly	0	1	0	15520
state_assembly_district_21	state_assembly	0	1	6544	14020
state_assembly_district_22	state_assembly	0	1	11526	15314
state_assembly_district_23	state_assembly	0	1	8734	14186
state_assembly_district_24	state_assembly	1	0	19343	7574
state_assembly_district_25	state_assembly	0	1	0	14771
state_assembly_district_26	state_assembly	0	1	8290	13301
state_assembly_district_27	state_assembly	1	0	14226	7965
state_assembly_district_28	state_assembly	0	1	9848	13222
state_assembly_district_29	state_assembly	0	1	9797	9954
state_assembly_district_30	state_assembly	1	0	13604	9861
state_assembly_district_31	state_assembly	1	0	14214	8226
state_assembly_district_32	state_assembly	1	0	14747	0
state_assembly_district_33	state_assembly	1	0	20165	0
state_assembly_district_34	state_assembly	1	0	17644	9022
state_assembly_district_35	state_assembly	1	0	13851	7887
state_assembly_district_36	state_assembly	1	0	12960	7391
state_assembly_district_37	state_assembly	1	0	13104	8176
state_assembly_district_38	state_assembly	1	0	15324	5658
state_assembly_district_39	state_assembly	1	0	12157	7089
state_assembly_district_40	state_assembly	1	0	13395	5500
state_assembly_district_41	state_assembly	1	0	15042	0
state_assembly_district_42	state_assembly	1	0	14391	7243
state_assembly_district_43	state_assembly	1	0	13251	7350
state_assembly_district_44	state_assembly	0	1	0	17957
state_assembly_district_45	state_assembly	0	1	0	13224
state_assembly_district_46	state_assembly	0	1	11786	12563
state_assembly_district_47	state_assembly	1	0	13890	10598
state_assembly_district_48	state_assembly	0	1	0	17587
state_assembly_district_49	state_assembly	1	0	11560	6816
state_assembly_district_50	state_assembly	1	0	16133	0
state_assembly_district_51	state_assembly	1	0	13777	6291
state_assembly_district_52	state_assembly	1	0	12728	6975
state_assembly_district_53	state_assembly	1	0	15127	6407
state_assembly_district_54	state_assembly	1	0	12753	8335
