a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e,f,g
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,,,
,,,,,,
ASSEMBLY - DISTRICT 32,,,,,,
,,,,,,
County,,Total Votes Cast,REP,DEM,IND,
,,,TYLER AUGUST,KIM M. PETERSON,DAVID STOLOW,SCATTERING
KENOSHA ,,1701.0,990.0,654.0,56.0,1.0
RACINE ,,962.0,531.0,400.0,31.0,0.0
WALWORTH ,,24631.0,14065.0,9774.0,760.0,32.0
Office Totals:,,27294.0,15586.0,10828.0,847.0,33.0
