a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e,f
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,,
,,,,,
ASSEMBLY - DISTRICT 45,,,,,
,,,,,
County,,Total Votes Cast,REP,DEM,
,,,BETH SCHMIDT,JANIS RINGHAND,SCATTERING
GREEN ,,5267.0,2301.0,2963.0,3.0
ROCK ,,19445.0,6605.0,12790.0,50.0
Office Totals:,,24712.0,8906.0,15753.0,53.0
