a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
District Attorney - Forest County,,,,
,,,,
County,,Total Votes Cast,DEM,
,,,CHUCK SIMONO,SCATTERING
FOREST ,,3356.0,3332.0,24.0
Office Totals:,,3356.0,3332.0,24.0
