a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
District Attorney - Door County,,,,
,,,,
County,,Total Votes Cast,REP,
,,,RAYMOND L. PELRINE,SCATTERING
DOOR ,,13272.0,12988.0,284.0
Office Totals:,,13272.0,12988.0,284.0
