a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
District Attorney - Washburn County,,,,
,,,,
County,,Total Votes Cast,REP,
,,,J. MICHAEL BITNEY,SCATTERING
WASHBURN ,,7059.0,7014.0,45.0
Office Totals:,,7059.0,7014.0,45.0
