a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
District Attorney - Marquette County,,,,
,,,,
County,,Total Votes Cast,REP,
,,,CHAD A. HENDEE,SCATTERING
MARQUETTE ,,5843.0,5800.0,43.0
Office Totals:,,5843.0,5800.0,43.0
