a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e,f
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,,
,,,,,
ASSEMBLY - DISTRICT 57,,,,,
,,,,,
County,,Total Votes Cast,DEM,REP,
,,,PENNY BERNARD SCHABER,BRIAN GARROW (WRITE-IN),SCATTERING
OUTAGAMIE ,,12463.0,11631.0,503.0,329.0
WINNEBAGO ,,8661.0,8231.0,165.0,265.0
Office Totals:,,21124.0,19862.0,668.0,594.0
