a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e,f
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,,
,,,,,
ASSEMBLY - DISTRICT 92,,,,,
,,,,,
County,,Total Votes Cast,DEM,REP,
,,,CHRIS DANOU,STEPHEN J. DOERR,SCATTERING
BUFFALO ,,5249.0,5198.0,14.0,37.0
JACKSON ,,5808.0,5766.0,3.0,39.0
TREMPEALEAU ,,9505.0,9344.0,33.0,128.0
Office Totals:,,20562.0,20308.0,50.0,204.0
