a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e,f
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,,
,,,,,
STATE SENATE - DISTRICT 8,,,,,
,,,,,
County,,Total Votes Cast,REP,DEM,
,,,ALBERTA DARLING,BETH L. LUECK (WRITE-IN),SCATTERING
MILWAUKEE ,,19736.0,17590.0,323.0,1823.0
OZAUKEE ,,21647.0,20955.0,79.0,613.0
WASHINGTON ,,16088.0,15794.0,20.0,274.0
WAUKESHA ,,22463.0,22063.0,31.0,369.0
Office Totals:,,79934.0,76402.0,453.0,3079.0
