a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e,f
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,,
,,,,,
ASSEMBLY - DISTRICT 44,,,,,
,,,,,
County,,Total Votes Cast,REP,DEM,
,,,JOE KNILANS,DEBRA KOLSTE,SCATTERING
ROCK ,,27597.0,10571.0,16983.0,43.0
Office Totals:,,27597.0,10571.0,16983.0,43.0
