a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e,f
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,,
,,,,,
ASSEMBLY - DISTRICT 72,,,,,
,,,,,
County,,Total Votes Cast,REP,DEM,
,,,SCOTT S. KRUG,JUSTIN D. PLUESS,SCATTERING
ADAMS ,,3960.0,2025.0,1929.0,6.0
PORTAGE ,,1609.0,824.0,783.0,2.0
WAUSHARA ,,5851.0,3277.0,2572.0,2.0
WOOD ,,16765.0,8012.0,8745.0,8.0
Office Totals:,,28185.0,14138.0,14029.0,18.0
