a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
District Attorney - Polk County,,,,
,,,,
County,,Total Votes Cast,DEM,
,,,DAN STEFFEN,SCATTERING
POLK ,,17346.0,17105.0,241.0
Office Totals:,,17346.0,17105.0,241.0
