a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
District Attorney - Rock County,,,,
,,,,
County,,Total Votes Cast,DEM,
,,,DAVID J. O'LEARY,SCATTERING
ROCK ,,60820.0,60123.0,697.0
Office Totals:,,60820.0,60123.0,697.0
