a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e,f
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,,
,,,,,
ASSEMBLY - DISTRICT 78,,,,,
,,,,,
County,,Total Votes Cast,DEM,IND,
,,,BRETT HULSEY,JONATHAN DEDERING,SCATTERING
DANE ,,30294.0,22853.0,7323.0,118.0
Office Totals:,,30294.0,22853.0,7323.0,118.0
