a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
District Attorney - Burnett County,,,,
,,,,
County,,Total Votes Cast,REP,
,,,WILLIAM L. NORINE,SCATTERING
BURNETT ,,6091.0,6041.0,50.0
Office Totals:,,6091.0,6041.0,50.0
