a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
ASSEMBLY - DISTRICT 11,,,,
,,,,
County,,Total Votes Cast,DEM,
,,,MANDELA BARNES,SCATTERING
MILWAUKEE ,,16604.0,16403.0,201.0
Office Totals:,,16604.0,16403.0,201.0
