a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
District Attorney - Langlade County,,,,
,,,,
County,,Total Votes Cast,DEM,
,,,RALPH M. UTTKE,SCATTERING
LANGLADE ,,6886.0,6742.0,144.0
Office Totals:,,6886.0,6742.0,144.0
