a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e,f
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,,
,,,,,
ASSEMBLY - DISTRICT 20,,,,,
,,,,,
County,,Total Votes Cast,REP,DEM,
,,,MOLLY M. MCGARTLAND,CHRISTINE SINICKI,SCATTERING
MILWAUKEE ,,29546.0,12500.0,16995.0,51.0
Office Totals:,,29546.0,12500.0,16995.0,51.0
