a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,
,,,,
District Attorney - Barron County,,,,
,,,,
County,,Total Votes Cast,DEM,
,,,ANGELA L. BERANEK,SCATTERING
BARRON ,,16968.0,16730.0,238.0
Office Totals:,,16968.0,16730.0,238.0
