a,"G.A.B. Canvass Reporting System
County by County Report",c,d,e,f
,2012 PRESIDENTIAL AND GENERAL ELECTION,,,,
,,,,,
ASSEMBLY - DISTRICT 42,,,,,
,,,,,
County,,Total Votes Cast,REP,DEM,
,,,KEITH RIPP,PAULA COOPER,SCATTERING
COLUMBIA ,,18146.0,9960.0,8176.0,10.0
DANE ,,2319.0,1217.0,1102.0,0.0
DODGE ,,4707.0,2817.0,1889.0,1.0
FOND DU LAC ,,1516.0,1058.0,457.0,1.0
GREEN LAKE ,,825.0,575.0,250.0,0.0
MARQUETTE ,,1462.0,767.0,693.0,2.0
Office Totals:,,28975.0,16394.0,12567.0,14.0
